Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
KM79894,"3,095",Extended,Master,Employed,M,88246,Suburban,Married,17,99,3,Medsize,n,y,y,y,1
YC54142,"74,229",Extended,High School or Below,Unemployed,M,0,Suburban,Single,27,284,1,Medsize,y,y,n,y,1
DZ45471,"7,582",Basic,College,Employed,M,64801,Urban,Married,47,76,23,Medsize,n,y,n,y,0
DE18949,"16,345",Basic,College,Employed,F,57029,Rural,Married,43,68,24,Small,n,y,n,y,0
BN74268,"11,763",Extended,College,Employed,F,28045,Suburban,Married,17,111,7,Medsize,y,y,n,y,0
QJ93301,"4,053",Premium,Master,Employed,M,44661,Urban,Married,17,125,2,Medsize,n,y,n,y,1
OO92815,"3,311",Extended,High School or Below,Employed,F,21246,Suburban,Married,37,105,19,Medsize,y,n,n,y,0
HV50891,"3,528",Extended,Doctor,Employed,M,31278,Suburban,Married,36,94,24,Medsize,y,y,n,y,0
RK59543,"5,595",Basic,High School or Below,Employed,F,74454,Suburban,Single,34,87,25,Medsize,n,y,n,y,0
IH54239,"5,090",Basic,Master,Employed,M,62474,Rural,Married,40,75,20,Medsize,n,y,n,y,0
GB14456,"22,337",Extended,High School or Below,Unemployed,M,0,Suburban,Single,26,148,9,Large,y,y,n,y,0
RC95515,"4,793",Basic,College,Medical Leave,M,20647,Urban,Divorced,33,71,17,Medsize,n,y,n,y,1
TI61458,"27,790",Extended,Bachelor,Employed,F,33806,Urban,Divorced,45,67,32,Medsize,n,y,n,y,0
RB49468,"7,512",Basic,Bachelor,Unemployed,F,0,Suburban,Single,17,98,9,Medsize,n,y,n,y,0
SJ18454,"18,768",Basic,High School or Below,Unemployed,M,0,Suburban,Single,38,139,13,Medsize,y,y,n,y,0
KC19420,"4,988",Extended,College,Disabled,F,19589,Suburban,Married,33,105,26,Large,n,n,n,y,0
TP12241,"5,123",Basic,College,Medical Leave,F,22338,Urban,Married,17,113,9,Medsize,y,y,y,y,0
BD89564,"5,990",Premium,College,Employed,M,66839,Suburban,Single,57,146,33,Medsize,n,y,n,y,0
SG20925,"5,186",Basic,Master,Employed,F,99428,Rural,Married,31,58,16,Medsize,n,y,y,y,0
CJ97736,"5,828",Basic,College,Employed,F,31364,Suburban,Married,47,60,28,Small,n,n,n,y,0
SK79760,"13,756",Extended,Bachelor,Medical Leave,M,15340,Suburban,Divorced,33,163,12,Medsize,n,y,n,y,0
YB70005,"9,768",Extended,College,Employed,M,36225,Rural,Married,22,137,7,Large,y,y,n,y,0
QI40455,"12,098",Basic,Doctor,Unemployed,F,0,Urban,Married,29,137,18,Large,n,n,n,y,0
YL72747,"2,265",Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,31,101,5,Medsize,y,y,n,n,0
FL18392,"5,719",Basic,Bachelor,Employed,F,77601,Urban,Married,34,81,27,Small,n,n,n,y,0
AL21967,"10,171",Extended,Master,Employed,M,74243,Rural,Married,59,56,34,Medsize,y,y,n,y,0
KC67431,"10,517",Extended,College,Employed,F,46707,Rural,Married,25,159,7,Medsize,y,y,n,y,0
EG40823,"4,303",Basic,Bachelor,Unemployed,F,0,Suburban,Married,17,136,6,Medsize,n,y,n,y,1
QO89177,"11,927",Premium,College,Employed,M,50234,Suburban,Divorced,30,135,12,Small,n,n,y,n,0
AV72430,"16,532",Premium,Master,Employed,M,75526,Suburban,Married,36,95,26,Small,y,y,n,y,0
AT36002,"13,579",Basic,College,Unemployed,F,0,Suburban,Single,53,199,30,Medsize,y,y,n,y,0
WI29961,"5,437",Basic,High School or Below,Employed,M,28343,Suburban,Married,29,79,19,Medsize,y,y,y,y,0
ZR11692,"5,103",Basic,Bachelor,Employed,M,74948,Urban,Married,41,56,23,Medsize,n,y,n,y,0
No36572,"4,583",Premium,High School or Below,Employed,M,22728,Suburban,Married,54,122,28,Large,y,y,n,y,0
YZ56105,"6,410",Extended,High School or Below,Unemployed,F,0,Suburban,Single,31,127,14,Medsize,y,n,n,y,0
MN62189,"8,992",Basic,High School or Below,Medical Leave,F,17331,Suburban,Divorced,28,155,13,Medsize,n,y,n,y,0
MQ32284,"12,233",Basic,College,Employed,F,35133,Suburban,Married,24,130,2,Medsize,n,n,n,y,1
NS38229,"5,126",Basic,College,Employed,F,63147,Rural,Married,17,108,1,Medsize,y,y,y,y,0
IB41597,"11,014",Extended,College,Employed,F,67575,Urban,Married,44,63,27,Medsize,n,y,n,y,0
IP68868,"3,820",Premium,High School or Below,Unemployed,M,0,Suburban,Single,39,97,29,Small,n,y,n,y,1
EL70257,"8,404",Basic,High School or Below,Employed,F,48315,Suburban,Divorced,45,53,34,Medsize,n,y,n,y,0
NB27041,"9,036",Premium,High School or Below,Employed,F,34337,Suburban,Married,31,127,20,Large,y,y,n,y,0
BM28359,"5,454",Basic,High School or Below,Employed,M,33818,Urban,Single,17,92,6,Large,n,y,y,y,0
VB77950,"3,766",Extended,High School or Below,Medical Leave,F,22439,Suburban,Married,40,94,30,Medsize,n,n,n,y,0
PE47967,"7,284",Basic,College,Employed,F,79055,Rural,Divorced,41,176,32,Medsize,n,y,n,y,0
QR47308,"2,745",Basic,College,Employed,F,45191,Urban,Married,31,89,18,Large,n,n,n,y,1
YU49449,"2,626",Basic,Bachelor,Employed,M,41990,Suburban,Married,44,56,23,Medsize,y,y,n,y,0
KN25124,"2,457",Basic,Master,Employed,F,50979,Urban,Married,43,55,25,Medsize,n,y,n,y,0
HI51182,"8,454",Premium,College,Employed,F,59888,Suburban,Married,20,128,6,Medsize,y,y,n,y,0
MS18916,"3,509",Extended,College,Medical Leave,M,20978,Suburban,Married,37,106,19,Small,n,y,n,n,0
IE40701,"2,877",Basic,High School or Below,Employed,M,32807,Suburban,Married,21,117,10,Small,n,y,n,y,1
UT48216,"7,840",Extended,College,Employed,M,58414,Suburban,Single,24,248,7,Small,y,y,n,y,0
VN92740,"2,771",Basic,College,Employed,F,50071,Rural,Single,17,115,3,Medsize,y,y,n,y,0
IZ55070,"5,339",Basic,High School or Below,Employed,F,67796,Suburban,Married,25,115,7,Medsize,y,y,n,y,0
PQ19113,"6,838",Premium,Bachelor,Employed,F,90750,Urban,Married,53,164,30,Medsize,y,y,n,y,0
AW48347,"13,024",Extended,Master,Unemployed,M,0,Suburban,Single,30,139,6,Small,n,y,n,y,0
DY30071,"5,659",Basic,Bachelor,Employed,M,69387,Rural,Married,41,87,16,Small,n,y,n,y,0
ZN24083,"5,532",Basic,Doctor,Employed,M,29084,Suburban,Divorced,32,85,14,Small,n,y,n,y,0
JU74347,"7,944",Basic,Bachelor,Employed,M,60214,Urban,Married,35,110,8,Small,n,y,n,y,0
YJ35850,"9,775",Extended,High School or Below,Employed,M,96018,Urban,Married,26,142,8,Medsize,n,y,n,y,0
JP41935,"13,596",Basic,High School or Below,Employed,M,20128,Suburban,Married,39,40,28,Medsize,y,y,n,y,0
GP67816,"23,208",Premium,High School or Below,Employed,F,60233,Urban,Married,39,90,29,Medsize,y,y,n,y,0
PW51793,"7,326",Extended,Bachelor,Employed,M,52920,Suburban,Divorced,29,115,18,Small,y,y,n,y,0
UF59346,"4,170",Basic,Bachelor,Employed,M,90310,Rural,Married,29,132,9,Small,n,y,n,y,0
FG29932,"7,840",Extended,College,Employed,M,58414,Suburban,Single,28,246,7,Small,n,y,n,y,0
ER19995,"17,786",Basic,College,Employed,F,99790,Urban,Single,41,82,24,Medsize,n,y,n,y,0
BY54111,"19,379",Basic,High School or Below,Disabled,M,21159,Suburban,Married,49,41,35,Medsize,n,y,n,y,0
RI85578,"2,638",Basic,Bachelor,Employed,F,79699,Suburban,Married,37,47,24,Small,n,y,n,y,0
PT15464,"9,149",Basic,Bachelor,Employed,F,68236,Rural,Married,29,160,2,Medsize,y,y,n,y,0
BP92643,"13,771",Premium,High School or Below,Employed,F,59207,Suburban,Single,49,118,23,Medsize,n,y,n,y,0
NG85002,"10,516",Extended,High School or Below,Employed,M,21499,Suburban,Married,57,119,34,Medsize,n,y,n,y,0
GQ46925,"5,822",Premium,High School or Below,Employed,M,77563,Urban,Married,48,129,35,Medsize,n,y,n,y,0
RF14806,"3,096",Extended,College,Employed,F,33415,Suburban,Divorced,24,90,15,Medsize,n,y,n,y,0
KJ23009,"10,599",Extended,Bachelor,Employed,F,20179,Suburban,Married,56,107,29,Medsize,n,y,n,y,0
IB81655,"7,695",Basic,Bachelor,Employed,M,50147,Suburban,Single,17,147,4,Medsize,y,y,n,y,0
GK92563,"6,819",Extended,Doctor,Employed,F,22492,Rural,Divorced,59,69,34,Medsize,n,y,n,y,0
HR64684,"8,690",Extended,Master,Unemployed,M,0,Suburban,Divorced,34,97,25,Medsize,n,y,n,y,0
QS96715,"8,132",Basic,High School or Below,Employed,F,93715,Rural,Married,35,148,9,Medsize,n,y,n,y,0
SW55711,"3,815",Premium,High School or Below,Disabled,M,23540,Suburban,Married,52,109,30,Medsize,n,y,n,y,0
LZ19268,"11,639",Basic,College,Medical Leave,F,25370,Suburban,Married,33,114,10,Large,y,y,n,y,0
FU74983,"22,801",Extended,Bachelor,Employed,F,68771,Urban,Divorced,32,132,10,Medsize,y,y,n,y,0
KB99097,"4,463",Basic,Bachelor,Unemployed,F,0,Suburban,Single,49,49,35,Medsize,n,y,y,y,0
AP52126,"13,152",Basic,College,Employed,F,68562,Rural,Married,40,108,29,Medsize,y,y,y,y,0
EX61844,"14,020",Basic,High School or Below,Employed,M,36733,Urban,Married,47,75,21,Medsize,y,y,n,y,0
QC30857,"2,931",Basic,College,Employed,F,45768,Urban,Married,49,43,33,Medsize,n,y,n,y,0
RT69513,"4,775",Basic,Bachelor,Unemployed,F,0,Suburban,Married,54,50,34,Small,y,y,n,y,0
HV85198,"8,471",Basic,Master,Employed,M,63513,Urban,Married,20,74,13,Small,y,n,n,y,0
BS91566,"5,431",Basic,College,Employed,F,58161,Rural,Married,31,60,19,Large,n,y,n,y,0
IL40123,"5,690",Basic,College,Employed,F,83640,Suburban,Married,43,72,20,Medsize,n,y,n,y,0
MY32149,"3,687",Extended,Master,Unemployed,F,0,Rural,Married,26,130,2,Medsize,n,y,n,y,1
SA91515,"3,993",Basic,Bachelor,Unemployed,M,0,Suburban,Married,47,67,35,Large,y,y,n,y,0
SA25987,"3,479",Premium,High School or Below,Unemployed,M,0,Suburban,Single,22,140,13,Medsize,y,n,n,y,1
TB86706,"2,503",Basic,Master,Unemployed,M,0,Rural,Married,25,108,8,Medsize,n,y,n,y,1
ZL73902,"3,265",Extended,Bachelor,Employed,F,25820,Suburban,Divorced,23,104,10,Medsize,n,y,n,n,0
KX23516,"4,456",Extended,High School or Below,Unemployed,F,0,Suburban,Married,33,151,16,Medsize,y,y,n,y,0
FN77294,"7,705",Basic,High School or Below,Employed,M,30366,Suburban,Single,44,115,25,Medsize,y,y,n,y,0
VI78454,"2,751",Basic,College,Employed,M,51789,Suburban,Divorced,26,92,8,Large,y,y,n,y,0
FP59138,"13,024",Extended,Master,Unemployed,M,0,Suburban,Single,24,139,6,Small,n,n,y,y,1
XN62489,"2,539",Basic,Bachelor,Retired,M,18608,Suburban,Divorced,31,71,13,Medsize,n,y,n,y,0
GP66031,"2,586",Basic,College,Employed,F,83758,Rural,Married,37,50,27,Medsize,y,y,n,y,0
IX68587,"5,097",Basic,Master,Disabled,F,22886,Suburban,Divorced,18,99,9,Small,n,y,n,y,0
HX17929,"10,083",Extended,High School or Below,Retired,F,11828,Suburban,Divorced,37,108,18,Large,y,y,n,y,0
IC59236,"4,943",Basic,College,Employed,F,44762,Rural,Married,32,92,14,Medsize,n,y,n,y,0
VG31922,"6,516",Premium,Bachelor,Unemployed,F,0,Suburban,Married,34,203,12,Small,n,y,n,y,0
HP87787,"8,838",Basic,Bachelor,Employed,M,82664,Rural,Married,46,100,24,Medsize,n,y,n,y,0
AL78075,"3,810",Premium,High School or Below,Unemployed,M,0,Suburban,Single,30,150,7,Medsize,n,y,n,y,1
WA97671,"6,334",Basic,Bachelor,Unemployed,M,0,Suburban,Single,17,109,1,Medsize,y,y,n,n,0
QZ77637,"11,665",Basic,College,Employed,F,84978,Rural,Married,28,110,12,Large,y,n,n,y,0
FP11777,"10,972",Extended,Doctor,Employed,M,24164,Suburban,Divorced,21,167,2,Medsize,y,n,n,y,0
ID45268,"6,007",Extended,College,Unemployed,F,0,Suburban,Married,20,102,5,Medsize,n,y,n,y,1
AX86150,"2,657",Basic,High School or Below,Employed,M,62777,Rural,Single,61,45,34,Medsize,n,y,n,y,0
MW57614,"2,359",Basic,Bachelor,Disabled,F,19864,Suburban,Divorced,41,53,22,Medsize,y,n,n,y,0
TJ30081,"12,037",Basic,Bachelor,Employed,M,44428,Suburban,Single,28,122,17,Medsize,n,n,y,y,0
FW44940,"8,467",Basic,Bachelor,Disabled,F,21139,Suburban,Divorced,32,119,15,Medsize,y,y,y,y,0
CS55808,"9,393",Extended,College,Unemployed,M,0,Suburban,Single,21,114,4,Medsize,y,y,n,y,0
WZ61178,"5,227",Basic,Bachelor,Medical Leave,F,11896,Suburban,Married,52,59,29,Small,y,n,n,y,0
IV55977,"2,694",Basic,Bachelor,Unemployed,M,0,Suburban,Married,42,63,35,Small,n,y,n,y,0
YC67208,"2,227",Basic,High School or Below,Retired,M,27972,Suburban,Married,29,99,7,Medsize,n,y,y,y,1
LZ89773,"2,327",Basic,Doctor,Unemployed,M,0,Suburban,Married,44,74,26,Small,n,y,n,y,1
IP52990,"16,794",Basic,High School or Below,Employed,F,38399,Urban,Married,33,138,12,Medsize,y,y,n,y,0
VF73104,"5,017",Basic,High School or Below,Employed,F,20868,Rural,Married,37,83,19,Medsize,y,n,n,y,0
OC80343,"7,758",Basic,Bachelor,Employed,M,49682,Rural,Single,56,99,30,Medsize,y,y,n,y,0
EL89222,"8,609",Basic,Bachelor,Employed,F,79090,Urban,Married,17,153,2,Medsize,n,y,n,y,0
QB14114,"5,275",Extended,High School or Below,Employed,F,81850,Urban,Single,23,162,1,Medsize,y,n,n,y,0
HM41195,"5,746",Extended,High School or Below,Medical Leave,M,22906,Suburban,Married,32,74,17,Large,n,n,n,y,0
JT41591,"2,706",Extended,College,Unemployed,M,0,Suburban,Single,33,105,15,Large,y,n,n,y,1
HE15857,"6,186",Extended,Bachelor,Employed,M,37138,Suburban,Single,24,115,12,Medsize,n,y,n,y,0
KI64666,"22,445",Basic,Bachelor,Unemployed,F,0,Suburban,Single,39,51,32,Medsize,y,y,n,y,0
JC33752,"6,278",Extended,College,Employed,F,21024,Suburban,Single,59,64,32,Large,y,y,y,y,0
JA25453,"7,216",Premium,High School or Below,Unemployed,M,0,Suburban,Single,49,87,25,Small,n,y,n,y,0
AJ69778,"6,514",Extended,High School or Below,Employed,F,77135,Rural,Divorced,17,130,3,Medsize,y,y,n,y,0
FQ83162,"34,709",Basic,College,Unemployed,M,0,Suburban,Divorced,17,133,3,Medsize,n,y,n,y,1
EY89842,"4,216",Basic,Bachelor,Unemployed,M,0,Suburban,Single,26,160,3,Medsize,n,y,n,y,1
TG69238,"13,158",Basic,Bachelor,Employed,F,72845,Urban,Married,32,110,13,Small,n,y,n,y,0
UI63465,"2,918",Basic,High School or Below,Employed,F,51622,Suburban,Divorced,55,54,29,Small,y,y,n,y,0
WX33904,"6,356",Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,35,43,25,Medsize,n,y,n,y,0
HA20933,"13,270",Basic,Bachelor,Medical Leave,F,15616,Suburban,Married,34,130,20,Medsize,n,y,n,y,0
BU16704,"5,880",Extended,High School or Below,Unemployed,F,0,Suburban,Single,56,50,31,Large,n,y,n,y,0
JV68002,"5,927",Extended,College,Retired,M,23091,Suburban,Married,55,88,28,Medsize,n,y,n,y,0
PM78410,"4,121",Basic,Bachelor,Unemployed,F,0,Suburban,Single,30,103,7,Medsize,n,y,n,y,1
PU92298,"7,956",Basic,Bachelor,Medical Leave,F,22699,Suburban,Married,26,88,11,Medsize,y,n,n,y,0
AA16582,"24,128",Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,33,107,13,Medsize,n,y,n,y,1
AZ87715,"26,864",Basic,High School or Below,Employed,F,81713,Urban,Divorced,17,120,0,Medsize,n,y,n,y,0
GI89160,"31,935",Basic,Bachelor,Employed,F,56516,Suburban,Married,47,191,26,Medsize,n,n,n,y,0
WV57813,"5,133",Basic,Bachelor,Unemployed,F,0,Suburban,Single,43,83,21,Medsize,n,y,n,y,0
EW86465,"4,760",Basic,High School or Below,Employed,M,26747,Suburban,Married,29,69,11,Medsize,n,y,n,y,0
UW70224,"2,638",Basic,College,Employed,F,63422,Suburban,Married,17,90,8,Small,n,y,n,y,0
LU12532,"6,503",Extended,High School or Below,Disabled,F,22081,Suburban,Married,27,126,1,Small,n,y,n,y,0
WD48852,"12,787",Basic,College,Unemployed,F,0,Suburban,Single,23,190,14,Medsize,y,y,n,y,0
BH43379,"3,148",Extended,Bachelor,Employed,F,29698,Urban,Divorced,40,113,17,Large,n,y,n,y,1
GV59387,"5,618",Basic,College,Medical Leave,F,24518,Urban,Married,37,58,23,Large,n,n,y,y,0
LQ76410,"3,231",Extended,College,Employed,M,62873,Urban,Divorced,17,117,0,Medsize,n,y,n,y,1
MF19231,"7,435",Extended,Master,Employed,M,28377,Suburban,Married,49,74,26,Medsize,n,y,y,n,0
XS47087,"11,715",Basic,College,Disabled,M,21102,Suburban,Married,25,146,0,Medsize,y,y,n,y,0
IL56791,"2,010",Basic,Bachelor,Unemployed,M,0,Suburban,Single,24,105,12,Medsize,n,y,n,n,0
UV88036,"6,625",Extended,High School or Below,Unemployed,F,0,Suburban,Married,26,134,2,Medsize,y,n,n,y,1
SE76116,"9,568",Basic,Bachelor,Employed,M,81410,Rural,Divorced,30,163,8,Medsize,n,y,y,n,0
GJ63103,"18,475",Basic,High School or Below,Medical Leave,F,27869,Suburban,Married,44,95,18,Small,n,y,n,y,0
PL78574,"12,157",Premium,High School or Below,Employed,M,57449,Suburban,Single,25,141,6,Medsize,y,y,n,y,0
NV69875,"2,956",Basic,High School or Below,Employed,M,40901,Rural,Married,18,114,2,Medsize,y,y,n,n,0
MC38650,"3,963",Extended,High School or Below,Employed,M,88701,Rural,Married,30,115,7,Medsize,n,y,n,y,0
No73819,"10,896",Extended,Master,Employed,F,29365,Suburban,Married,39,155,14,Large,y,n,n,y,0
OW84864,"6,081",Extended,College,Unemployed,F,0,Suburban,Single,46,82,26,Medsize,y,n,n,y,0
BV91898,"30,142",Basic,Bachelor,Unemployed,F,0,Suburban,Single,20,131,9,Medsize,n,n,n,y,0
WQ54314,"5,737",Basic,Bachelor,Employed,F,56455,Suburban,Married,29,93,17,Small,y,y,n,y,0
NM57315,"16,980",Basic,Bachelor,Employed,M,35095,Suburban,Divorced,44,79,25,Small,n,y,n,y,0
JB51220,"10,915",Premium,High School or Below,Unemployed,F,0,Suburban,Single,28,185,9,Medsize,y,y,y,y,1
EN77569,"3,808",Extended,College,Employed,F,94903,Suburban,Married,17,116,3,Small,y,y,n,y,1
YP47665,"5,409",Basic,Doctor,Employed,M,80192,Rural,Married,40,59,22,Medsize,y,y,n,y,0
QO54008,"13,419",Extended,Master,Unemployed,M,0,Suburban,Divorced,29,134,15,Small,n,y,n,y,1
EQ59908,"3,238",Extended,Master,Employed,M,60244,Urban,Married,23,115,3,Medsize,y,n,y,y,1
YU72540,"10,358",Basic,College,Employed,F,52735,Rural,Married,35,51,21,Medsize,n,n,n,y,0
BZ50261,"11,620",Basic,High School or Below,Employed,F,78275,Rural,Married,31,82,12,Small,n,y,n,y,0
QE92747,"8,209",Premium,Bachelor,Employed,F,77282,Suburban,Married,17,142,8,Medsize,y,y,y,y,0
KG83280,"3,097",Extended,College,Employed,F,21604,Suburban,Divorced,26,87,14,Medsize,y,y,n,y,0
IL42365,"4,804",Extended,High School or Below,Employed,F,51962,Suburban,Married,26,155,8,Medsize,n,y,n,y,0
FI86516,"4,786",Basic,Bachelor,Unemployed,F,0,Suburban,Single,22,114,4,Small,y,y,n,y,1
FV14881,"15,886",Basic,Doctor,Employed,F,56362,Suburban,Married,38,165,30,Medsize,n,y,y,y,0
RR54950,"5,285",Basic,College,Employed,M,85753,Suburban,Married,38,84,23,Small,n,y,n,y,0
FC70869,"2,945",Extended,High School or Below,Employed,F,36167,Suburban,Married,33,96,9,Medsize,n,n,n,y,1
PB60303,"18,090",Extended,Master,Employed,F,68568,Suburban,Married,26,269,5,Medsize,y,y,n,y,0
HO50571,"10,209",Extended,College,Employed,F,35482,Suburban,Married,43,125,21,Medsize,y,n,n,y,0
BH86846,"20,708",Basic,High School or Below,Employed,M,92079,Rural,Married,31,99,12,Medsize,n,y,n,y,0
PC42162,"5,248",Extended,Bachelor,Unemployed,M,0,Suburban,Single,17,113,0,Medsize,n,y,n,y,1
KD21661,"5,180",Premium,College,Unemployed,M,0,Suburban,Single,37,137,29,Large,y,y,n,y,0
FZ73016,"4,513",Basic,Bachelor,Employed,F,34558,Urban,Married,56,101,32,Medsize,n,n,n,y,0
HJ19927,"5,298",Basic,Master,Medical Leave,M,14775,Rural,Married,35,75,11,Medsize,n,y,n,y,0
RJ99408,"5,377",Basic,High School or Below,Employed,M,35637,Suburban,Married,32,92,13,Medsize,y,y,n,y,0
EL81968,"7,661",Extended,Bachelor,Employed,M,66726,Urban,Married,19,125,3,Medsize,n,y,n,y,0
WU86174,"2,677",Basic,Bachelor,Unemployed,F,0,Suburban,Married,41,66,29,Medsize,y,y,n,y,0
DN21342,"6,878",Extended,College,Unemployed,F,0,Suburban,Divorced,41,92,25,Small,y,n,n,y,0
PB60406,"5,714",Basic,Doctor,Employed,F,79719,Suburban,Single,36,81,12,Small,n,y,y,y,0
IY37465,"4,930",Basic,Bachelor,Employed,M,25632,Suburban,Married,38,73,27,Medsize,n,y,n,y,0
LF55270,"10,485",Extended,College,Employed,F,61108,Rural,Divorced,48,105,22,Medsize,y,y,y,y,0
UV69038,"9,490",Extended,College,Unemployed,M,0,Suburban,Single,44,123,34,Medsize,n,y,n,y,0
IS63925,"7,805",Basic,College,Retired,F,21073,Suburban,Divorced,46,120,25,Small,n,n,y,y,0
CQ21583,"21,274",Extended,Doctor,Medical Leave,M,17932,Suburban,Married,35,89,8,Medsize,n,y,n,y,1
PR21713,"5,839",Basic,High School or Below,Employed,M,81082,Urban,Married,19,111,5,Large,n,y,n,y,0
XE10977,"2,677",Basic,High School or Below,Employed,F,71684,Urban,Married,17,112,7,Medsize,y,y,n,y,0
JG87029,"2,375",Basic,High School or Below,Employed,M,57338,Suburban,Single,34,77,8,Small,n,y,n,y,0
BK21146,"22,104",Basic,College,Unemployed,M,0,Suburban,Married,60,94,35,Medsize,n,y,n,y,0
WE19034,"2,428",Basic,College,Employed,M,24409,Suburban,Married,18,108,4,Small,n,y,n,y,1
DF62718,"7,294",Extended,High School or Below,Employed,F,83488,Suburban,Married,37,118,14,Large,y,y,y,y,0
MS59254,"11,360",Premium,High School or Below,Unemployed,M,0,Suburban,Married,56,100,29,Small,n,y,n,y,0
WC65050,"2,812",Basic,Master,Employed,F,62537,Suburban,Divorced,43,87,19,Medsize,n,n,n,y,1
ST27958,"4,386",Basic,College,Retired,M,10621,Suburban,Single,41,73,28,Medsize,y,y,n,y,0
XZ81226,"6,447",Extended,Bachelor,Employed,F,43478,Suburban,Married,47,62,27,Medsize,n,y,n,y,0
TU53781,"8,427",Extended,Bachelor,Employed,F,46503,Suburban,Divorced,22,261,4,Medsize,y,y,n,y,0
GC93551,"5,290",Basic,High School or Below,Employed,F,27179,Suburban,Divorced,28,86,8,Medsize,y,y,n,y,0
MO33279,"5,592",Basic,College,Employed,F,62229,Suburban,Divorced,31,110,13,Medsize,y,y,y,y,0
LD20926,"18,892",Extended,Bachelor,Unemployed,F,0,Suburban,Single,49,76,34,Large,y,n,y,y,0
PW90662,"13,624",Extended,College,Employed,M,67060,Urban,Single,20,158,1,Medsize,y,y,n,y,0
WS53288,"25,465",Extended,College,Retired,F,13663,Suburban,Single,17,125,1,Small,n,n,n,y,0
HE84643,"2,176",Basic,High School or Below,Unemployed,F,0,Suburban,Single,30,95,5,Medsize,y,n,n,n,0
CL37990,"6,699",Extended,Bachelor,Unemployed,F,0,Suburban,Single,47,123,21,Medsize,n,y,n,y,0
HR87252,"9,044",Basic,Bachelor,Employed,F,97745,Suburban,Divorced,24,129,10,Medsize,n,y,n,y,0
SB27146,"4,369",Premium,High School or Below,Employed,F,26026,Rural,Single,17,156,1,Medsize,y,n,n,y,1
KI58952,"51,338",Premium,College,Employed,F,72794,Rural,Single,24,210,3,Large,n,y,n,y,0
RM21896,"28,700",Extended,College,Employed,F,47730,Rural,Divorced,27,115,12,Medsize,n,y,n,y,0
JS38272,"4,270",Extended,College,Unemployed,M,0,Suburban,Married,43,94,27,Medsize,n,y,n,y,0
NJ15094,"5,346",Basic,Bachelor,Unemployed,F,0,Suburban,Married,17,92,6,Medsize,n,y,n,y,0
MZ88454,"4,775",Basic,Bachelor,Unemployed,F,0,Suburban,Single,35,64,20,Medsize,y,n,n,n,0
PO27978,"14,728",Basic,Doctor,Employed,F,97785,Urban,Single,49,49,35,Medsize,n,y,n,y,0
VT28596,"4,755",Basic,High School or Below,Unemployed,F,0,Suburban,Single,43,62,27,Medsize,n,y,n,y,0
TI19722,"3,436",Extended,Doctor,Employed,M,30817,Rural,Divorced,46,100,25,Medsize,y,y,n,y,0
DO83038,"8,356",Basic,College,Employed,F,64502,Rural,Married,42,84,22,Medsize,y,y,n,y,0
AG62087,"3,413",Extended,Bachelor,Employed,M,30335,Urban,Married,26,85,17,Medsize,y,y,n,n,0
BA56812,"6,185",Extended,Master,Employed,M,21020,Rural,Divorced,25,112,1,Medsize,n,y,n,y,0
QF74147,"8,457",Basic,College,Employed,F,84574,Rural,Divorced,30,70,13,Medsize,y,n,n,y,0
RN88075,"3,022",Extended,Bachelor,Unemployed,F,0,Suburban,Single,52,70,26,Medsize,n,y,n,n,0
OG71924,"6,966",Extended,Master,Unemployed,F,0,Urban,Married,44,75,28,Large,n,y,n,y,0
YF87007,"10,083",Extended,High School or Below,Retired,F,11828,Suburban,Divorced,29,98,18,Large,y,y,n,y,0
ZL18631,"2,540",Basic,College,Employed,F,54889,Suburban,Married,51,29,32,Medsize,n,n,n,y,0
BZ71120,"8,456",Basic,College,Employed,F,89918,Urban,Married,31,141,15,Medsize,n,y,n,n,0
